."ORI_ID"	"DEST_ID"	"TOTAL_METE"	"NSA"
2909	296	2425.52	2377.49
2909	297	2941.83	2377.49
2909	298	4870.75	2377.49
2909	299	6775.84	2377.49
2909	300	2605.96	2377.49
2909	301	1843.70	2377.49
2909	302	7444.23	2377.49
2909	303	7340.70	2377.49
2909	304	6019.76	2377.49
2909	305	7431.76	2377.49
2909	306	2717.20	2377.49
2909	307	2702.26	2377.49
2909	308	2511.29	2377.49
2909	309	4324.61	2377.49
